EmployeeID;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
200428;59.0;6.71;Sales;4;Life Sciences;Female;Yes;No;3;Research Director;4;15.0;Single;4.0;316667;4;8;1;2;Very High;4;22.0;3;4;High;9.0;4.0;8.0
200429;31.0;8.19;Sales;3;Technical Degree;Female;No;Yes;1;Research Director;2;20.0;Married;5.0;75000;2;13;4;4;Very High;4;4.0;5;2;Low;4.0;4.0;4.0
200430;59.0;6.92;Sales;3;Life Sciences;Male;Yes;Yes;2;Healthcare Representative;4;12.0;Single;4.0;433333;2;16;4;1;Very High;3;31.0;5;3;Low;15.0;0.0;1.0
200431;58.0;6.41;Research & Development;3;Other;Female;Yes;Yes;3;Manufacturing Director;2;8.0;Married;5.0;116667;4;9;3;2;Very High;3;8.0;6;1;Medium;4.0;4.0;1.0
200432;45.0;8.42;Sales;5;Marketing;Female;No;Yes;1;Manager;3;3.0;Single;4.0;25000;1;7;1;3;High;4;1.0;6;2;High;1.0;1.0;1.0
200433;36.0;10.5;Research & Development;3;Other;Male;Yes;No;3;Research Director;4;9.0;Single;3.0;75000;1;14;4;2;High;1;4.0;6;3;Low;0.0;0.0;0.0
200434;26.0;2.02;Sales;4;Technical Degree;Male;Yes;No;4;Research Director;1;6.0;Divorced;1.0;25000;1;20;4;4;High;1;2.0;4;4;Low;0.0;0.0;0.0
200435;43.0;7.49;Sales;5;Marketing;Female;Yes;Yes;4;Human Resources;4;12.0;Divorced;3.0;233333;1;17;4;3;Very High;1;8.0;3;1;Low;5.0;5.0;5.0
200436;30.0;6.56;Research & Development;4;Marketing;Male;No;No;3;Manager;3;9.0;Married;5.0;1073;1;17;1;4;Low;3;0.0;2;2;High;;;
200437;25.0;8.9;Human Resources;2;Technical Degree;Male;No;Yes;1;Sales Representative;4;7.0;Married;2.0;58333;2;19;1;4;Medium;1;4.0;2;1;Medium;4.0;4.0;2.0
200438;35.0;7.77;Human Resources;2;Medical;Male;No;Yes;1;Sales Executive;2;3.0;Divorced;5.0;50000;1;19;2;2;Very High;3;3.0;1;1;Low;0.0;0.0;0.0
200439;18.0;9.97;Sales;3;Marketing;Female;Yes;No;1;Research Director;4;2.0;Divorced;1.0;33333;1;11;3;2;Very Low;3;0.0;0;2;High;0.0;0.0;0.0
200440;18.0;10.5;Research & Development;5;Marketing;Female;No;No;4;Human Resources;2;6.0;Single;3.0;33333;1;17;3;2;Very High;3;0.0;5;1;Low;0.0;0.0;0.0
200441;28.0;7.41;Human Resources;1;Medical;Female;No;Yes;3;Manager;2;6.0;Divorced;4.0;141667;2;13;4;3;Very High;1;7.0;6;4;High;7.0;0.0;1.0
200442;47.0;6.11;Sales;2;Life Sciences;Female;Yes;Yes;3;Manufacturing Director;3;14.0;Single;5.0;108333;3;12;4;1;Very High;1;7.0;1;4;Low;6.0;5.0;4.0
200443;;6.09;Human Resources;5;Life Sciences;Male;No;Yes;3;Research Director;2;9.0;Divorced;4.0;475000;4;16;4;3;Very High;4;23.0;1;1;Low;2.0;2.0;2.0
200444;58.0;6.89;Human Resources;5;Medical;Female;No;Yes;2;Laboratory Technician;1;10.0;Divorced;3.0;575000;1;20;2;2;Very Low;2;;0;1;Low;0.0;0.0;0.0
200445;30.0;7.93;Sales;2;Technical Degree;Male;No;No;4;Laboratory Technician;2;3.0;Divorced;1.0;83333;2;11;1;1;Very High;4;4.0;3;1;;1.0;1.0;1.0
200446;34.0;2.05;Sales;4;Other;Male;Yes;No;1;Human Resources;1;3.0;Divorced;5.0;141667;1;20;3;3;Very Low;2;5.0;2;3;Medium;1.0;1.0;1.0
200447;18.0;7.1;Research & Development;1;Technical Degree;Female;No;No;3;Manager;3;3.0;Divorced;3.0;8333;1;24;2;3;Very Low;1;0.0;6;3;Low;0.0;0.0;0.0
200448;44.0;7.42;Research & Development;2;Technical Degree;Female;Yes;Yes;1;Sales Executive;3;3.0;Divorced;1.0;91667;1;21;4;3;Very High;3;4.0;3;2;High;0.0;0.0;0.0
200449;60.0;7.89;Human Resources;3;Human Resources;Female;No;No;1;Sales Executive;4;12.0;Single;1.0;291667;2;24;3;2;Very High;2;16.0;5;4;Medium;13.0;5.0;3.0
200450;54.0;9.72;Sales;3;Other;Male;Yes;No;3;Research Director;2;6.0;Married;5.0;191667;4;22;4;2;Medium;4;9.0;3;1;High;6.0;0.0;2.0
200451;36.0;6.32;Sales;5;Other;Female;No;No;1;Research Scientist;1;6.0;Divorced;2.0;58333;1;15;3;4;High;2;4.0;3;3;High;4.0;4.0;4.0
200452;29.0;6.19;Research & Development;4;Medical;Female;No;No;3;Human Resources;4;18.0;Divorced;5.0;158333;1;19;3;4;Low;3;6.0;2;3;Low;4.0;4.0;2.0
200453;57.0;7.3;Human Resources;2;Marketing;Female;No;No;2;Manager;1;24.0;Married;5.0;333333;5;21;1;2;Medium;1;20.0;6;4;High;19.0;5.0;9.0
200454;56.0;8.78;Sales;5;Human Resources;Male;No;No;3;Manager;1;13.0;Single;4.0;425000;1;13;2;3;Very Low;3;30.0;5;2;;11.0;2.0;4.0
200455;28.0;6.6;Sales;3;Marketing;Female;Yes;Yes;3;Human Resources;4;6.0;Single;2.0;58333;1;23;1;1;Very High;3;2.0;3;2;Low;1.0;1.0;1.0
200456;40.0;7.59;Sales;2;Life Sciences;Male;Yes;No;4;Human Resources;3;3.0;Single;5.0;41667;1;21;3;1;Medium;4;2.0;4;2;Medium;1.0;1.0;1.0
200457;57.0;9.18;Human Resources;5;Other;Male;No;No;3;Human Resources;1;17.0;Single;1.0;191667;3;19;1;1;Very High;2;8.0;6;3;Medium;5.0;5.0;1.0
200458;37.0;6.39;Human Resources;4;Technical Degree;Female;No;No;2;Healthcare Representative;1;6.0;Married;1.0;241667;1;25;4;1;Very High;4;13.0;1;4;Medium;2.0;2.0;2.0
200459;20.0;6.19;Human Resources;1;Technical Degree;Male;No;No;3;Laboratory Technician;3;7.0;Married;5.0;16667;1;8;1;3;High;2;0.0;3;1;Low;0.0;0.0;0.0
200460;35.0;10.8;Human Resources;4;Human Resources;Male;No;No;1;Research Director;3;12.0;Married;4.0;116667;3;19;1;2;Very High;3;8.0;4;3;Low;4.0;4.0;4.0
200461;36.0;6.71;Human Resources;1;Technical Degree;Male;No;Yes;4;Sales Representative;1;11.0;Single;2.0;158333;3;12;4;4;Very Low;2;9.0;6;4;High;9.0;5.0;7.0
200462;59.0;7.57;Research & Development;2;Life Sciences;Female;No;Yes;2;Manufacturing Director;1;7.0;Divorced;5.0;508333;2;16;1;1;Very High;4;38.0;4;3;Low;5.0;5.0;3.0
200463;38.0;7.59;Research & Development;4;Other;;Yes;Yes;3;Manager;3;11.0;Single;3.0;133333;2;15;3;4;High;2;5.0;5;1;Medium;5.0;5.0;0.0
200464;44.0;2.15;Research & Development;5;Other;Male;No;Yes;3;Manager;3;7.0;Divorced;4.0;191667;3;18;3;3;Very Low;2;15.0;2;2;;1.0;1.0;1.0
200465;25.0;9.11;Sales;5;Life Sciences;Female;No;Yes;2;Laboratory Technician;1;3.0;Divorced;2.0;25000;1;10;1;4;Medium;1;0.0;3;4;High;0.0;0.0;0.0
200466;33.0;7.31;Research & Development;1;Marketing;Female;Yes;No;3;Research Director;2;19.0;Married;5.0;41667;1;20;2;4;Very High;2;3.0;3;4;High;2.0;2.0;2.0
200467;;6.19;Research & Development;4;Life Sciences;Male;No;Yes;2;Sales Executive;1;6.0;Divorced;1.0;175000;1;14;4;2;Low;2;11.0;0;2;High;1.0;1.0;1.0
200468;24.0;5.99;Human Resources;4;Human Resources;Female;No;Yes;2;Sales Executive;4;8.0;Married;2.0;83333;1;22;3;2;Medium;4;3.0;5;2;;3.0;3.0;1.0
200469;35.0;10.5;Human Resources;4;Human Resources;Male;No;No;4;Manufacturing Director;4;9.0;Single;3.0;116667;4;22;3;2;Very High;2;8.0;6;3;Medium;0.0;0.0;0.0
200470;56.0;6.29;Research & Development;4;Human Resources;Male;Yes;Yes;3;Research Scientist;3;8.0;Divorced;2.0;8333;1;13;4;3;Very High;3;0.0;6;3;Low;0.0;0.0;0.0
200471;32.0;6.4;Human Resources;5;Human Resources;Female;No;Yes;4;Sales Representative;3;5.0;Single;4.0;83333;1;14;3;4;Medium;1;5.0;6;4;Medium;5.0;5.0;0.0
200472;31.0;7.39;Research & Development;2;Human Resources;Male;No;No;4;;4;12.0;;5.0;100000;2;24;2;4;Very Low;4;6.0;5;2;Low;3.0;3.0;2.0
200473;53.0;6.68;Research & Development;5;Human Resources;Female;Yes;Yes;4;Research Scientist;2;11.0;Divorced;5.0;316667;3;20;4;1;Very High;3;16.0;2;4;High;7.0;4.0;1.0
200474;48.0;7.72;Sales;3;Medical;Male;No;Yes;1;Research Scientist;2;6.0;Single;3.0;16667;1;25;1;2;Medium;2;0.0;2;1;Low;0.0;0.0;0.0
200475;49.0;8.4;Human Resources;3;Medical;Male;No;No;3;Research Director;1;7.0;Married;3.0;58333;1;16;3;1;Medium;1;2.0;5;4;Low;0.0;0.0;0.0
200476;40.0;7.2;Sales;2;Technical Degree;Male;Yes;Yes;4;Sales Representative;3;10.0;Single;4.0;233333;1;7;1;2;Medium;4;9.0;3;1;Medium;7.0;3.0;6.0
200477;27.0;18.03;Human Resources;1;Other;Male;No;Yes;1;Laboratory Technician;4;6.0;Divorced;4.0;83333;1;15;4;4;High;1;3.0;2;2;Low;1.0;1.0;1.0
200478;33.0;6.34;Sales;5;Technical Degree;Female;No;No;2;Sales Representative;2;9.0;Married;1.0;216667;3;15;3;2;Very High;1;12.0;3;4;Low;4.0;4.0;4.0
200479;34.0;7.81;Sales;2;Other;Female;No;Yes;3;Manufacturing Director;4;10.0;Single;1.0;25000;1;9;2;2;Medium;4;1.0;1;1;High;0.0;0.0;0.0
200480;34.0;7.12;Human Resources;5;Life Sciences;Female;No;No;1;Human Resources;4;7.0;Married;1.0;16667;1;8;4;4;High;4;1.0;5;1;High;0.0;0.0;0.0
200481;54.0;7.17;Sales;3;Life Sciences;Male;Yes;Yes;3;Sales Representative;2;20.0;Married;2.0;533333;7;21;3;2;Low;3;33.0;5;2;Medium;30.0;2.0;5.0
200482;43.0;6.66;Sales;3;Technical Degree;Male;No;Yes;3;Manager;2;30.0;Married;3.0;400000;5;14;1;3;High;2;21.0;1;1;Medium;14.0;3.0;10.0
200483;51.0;8.31;Sales;5;Marketing;Male;Yes;No;2;Manager;1;18.0;Married;5.0;233333;2;11;1;2;Medium;2;17.0;5;3;Low;12.0;1.0;6.0
200484;53.0;6.21;Sales;1;Medical;Female;No;Yes;1;Research Director;4;15.0;Single;1.0;558333;4;14;1;3;Very High;4;27.0;2;4;Low;9.0;4.0;5.0
200485;25.0;9.11;Human Resources;5;Marketing;Male;No;Yes;1;Human Resources;3;2.0;Divorced;1.0;66667;1;21;1;2;Very High;1;3.0;4;3;Low;1.0;1.0;1.0
200486;60.0;10.5;Research & Development;4;Medical;Male;No;Yes;1;Manufacturing Director;4;19.0;Divorced;1.0;183333;3;10;3;4;Low;3;12.0;5;3;High;10.0;4.0;10.0
200487;45.0;7.59;Sales;5;Technical Degree;Male;Yes;No;2;Research Director;4;11.0;Married;1.0;341667;4;21;1;3;Medium;2;19.0;1;1;Low;9.0;0.0;3.0
200488;27.0;9.97;Human Resources;1;Human Resources;Male;No;Yes;2;Sales Executive;4;8.0;Single;2.0;25000;1;22;3;1;Medium;3;2.0;0;2;Medium;2.0;2.0;2.0
200489;24.0;10.9;Sales;4;Marketing;Female;No;No;2;Healthcare Representative;2;10.0;Married;4.0;25000;1;18;3;4;High;2;0.0;4;3;High;0.0;0.0;0.0
200490;48.0;6.59;Human Resources;4;Other;Female;No;Yes;1;Sales Executive;4;11.0;Married;2.0;458333;3;15;4;4;High;2;23.0;6;4;High;;;
200491;28.0;7.98;Sales;2;Life Sciences;Male;No;Yes;3;Healthcare Representative;1;8.0;Married;5.0;33333;1;13;3;4;Very High;2;0.0;5;3;High;0.0;0.0;0.0
200492;29.0;7.58;Research & Development;5;Human Resources;Male;No;Yes;3;Manufacturing Director;1;18.0;Divorced;3.0;75000;3;20;3;1;Very High;3;6.0;2;2;High;5.0;5.0;2.0
200493;34.0;6.71;Sales;1;Medical;Female;No;No;2;Manufacturing Director;1;9.0;Single;5.0;41667;1;11;1;2;Medium;4;2.0;0;3;Low;0.0;0.0;0.0
200494;58.0;10.78;Human Resources;1;Other;Male;No;No;4;Human Resources;1;20.0;Married;2.0;233333;2;22;2;4;High;4;15.0;6;2;Medium;8.0;4.0;0.0
200495;34.0;7.81;Human Resources;4;Technical Degree;Male;No;Yes;1;Sales Executive;1;9.0;Divorced;5.0;25000;1;22;3;2;Very Low;3;1.0;2;3;Medium;1.0;1.0;1.0
200496;47.0;8.51;Human Resources;3;Life Sciences;Male;No;No;4;Sales Executive;1;16.0;Single;1.0;391667;2;23;2;4;Very Low;3;20.0;1;3;High;16.0;0.0;2.0
200497;44.0;6.61;Research & Development;5;Technical Degree;Male;Yes;No;4;Sales Executive;2;15.0;Divorced;5.0;408333;2;12;3;3;High;4;21.0;3;2;Low;14.0;3.0;10.0
200498;60.0;6.87;Research & Development;1;Marketing;Female;Yes;Yes;1;;2;11.0;;4.0;508333;1;19;4;2;Medium;1;26.0;0;3;Low;2.0;2.0;2.0
200499;39.0;7.81;Research & Development;5;Technical Degree;Male;No;No;4;Research Director;4;17.0;Single;1.0;116667;2;16;1;3;Medium;2;7.0;5;2;Medium;2.0;2.0;2.0
200500;23.0;7.42;Research & Development;4;Human Resources;Male;No;Yes;4;Research Director;3;2.0;Married;2.0;16667;1;16;1;2;Low;4;0.0;4;1;Low;0.0;0.0;0.0
200501;59.0;9.18;Research & Development;1;Technical Degree;Female;Yes;No;3;Research Scientist;4;11.0;Married;2.0;350000;2;7;3;3;Very High;1;21.0;2;1;Low;13.0;0.0;3.0
200502;;6.9;Human Resources;2;Marketing;Female;No;Yes;2;Research Director;4;8.0;Divorced;4.0;41667;1;25;3;4;Low;1;2.0;6;4;Low;0.0;0.0;0.0
200503;55.0;7.08;Sales;1;Marketing;Male;Yes;Yes;2;Sales Representative;2;3.0;Divorced;1.0;275000;1;14;1;3;High;4;18.0;2;2;High;0.0;0.0;0.0
200504;32.0;7.6;Human Resources;4;Human Resources;Male;No;Yes;1;Human Resources;4;14.0;Married;2.0;50000;1;13;3;2;Medium;4;3.0;6;2;Medium;3.0;3.0;2.0
200505;53.0;7.38;Human Resources;1;Medical;Male;No;No;3;Sales Executive;2;7.0;Single;1.0;250000;1;23;4;1;Very Low;1;10.0;2;4;High;3.0;3.0;2.0
200506;25.0;10.78;Research & Development;5;Human Resources;Male;Yes;No;2;Human Resources;4;2.0;Married;4.0;1054;1;12;4;1;High;1;0.0;5;1;Medium;0.0;0.0;0.0
200507;36.0;6.09;Human Resources;5;Medical;Female;No;No;2;Manufacturing Director;3;16.0;Single;1.0;175000;2;22;2;4;High;1;14.0;0;3;Low;8.0;2.0;1.0
200508;53.0;6.02;Human Resources;3;Other;Male;No;Yes;4;Manager;4;20.0;Married;1.0;158333;3;10;4;1;Very High;3;12.0;3;3;Low;4.0;4.0;4.0
200509;24.0;7.91;Sales;3;Medical;Female;No;Yes;1;Sales Representative;4;2.0;Divorced;3.0;25000;1;7;4;4;Very High;3;2.0;6;4;High;1.0;1.0;1.0
200510;35.0;9.38;Research & Development;4;Medical;Female;No;No;3;Sales Executive;3;2.0;Divorced;3.0;116667;2;13;3;2;High;3;8.0;0;1;High;1.0;1.0;1.0
200511;20.0;6.4;Sales;2;Medical;Female;No;Yes;4;Healthcare Representative;4;10.0;Single;3.0;25000;1;7;3;2;High;2;1.0;3;4;High;0.0;0.0;0.0
200512;49.0;8.51;Research & Development;2;Technical Degree;Female;No;No;3;Healthcare Representative;1;21.0;Divorced;1.0;391667;3;19;4;1;Low;4;23.0;4;3;Medium;20.0;3.0;5.0
200513;57.0;8.72;Sales;3;Marketing;Male;Yes;No;2;Manager;1;15.0;Married;5.0;191667;3;15;4;4;Very High;4;13.0;3;2;High;7.0;2.0;2.0
200514;41.0;6.12;Human Resources;3;Marketing;Female;No;No;1;Healthcare Representative;4;11.0;Divorced;4.0;66667;2;11;1;3;Very High;1;4.0;1;3;Low;3.0;3.0;3.0
200515;45.0;8.8;Research & Development;3;Technical Degree;Male;Yes;No;1;Sales Executive;3;12.0;Divorced;2.0;141667;3;10;1;1;Low;2;6.0;5;3;High;5.0;5.0;2.0
200516;48.0;6.38;Sales;3;Other;Male;Yes;Yes;4;Research Director;3;5.0;Single;2.0;225000;2;14;3;1;Very High;1;12.0;5;2;Medium;8.0;4.0;6.0
200517;50.0;6.47;Human Resources;4;Life Sciences;Female;No;No;2;Laboratory Technician;1;25.0;Single;3.0;350000;5;10;4;2;Very High;4;20.0;5;4;Low;14.0;5.0;0.0
200518;36.0;8.14;Sales;3;Life Sciences;Female;No;Yes;4;Research Director;1;12.0;Single;4.0;183333;2;23;3;3;Medium;4;11.0;0;1;High;2.0;2.0;2.0
200519;23.0;18.0;Human Resources;2;Technical Degree;Female;No;No;2;Sales Executive;2;8.0;Married;1.0;1046;1;12;4;3;Very High;1;0.0;2;4;Medium;0.0;0.0;0.0
200520;20.0;8.01;Human Resources;2;Medical;Male;No;Yes;2;Healthcare Representative;1;8.0;Divorced;2.0;50000;1;15;1;4;Very High;3;2.0;3;2;High;0.0;0.0;0.0
200521;24.0;7.6;Sales;5;Life Sciences;Male;No;No;2;Manufacturing Director;4;8.0;Married;5.0;25000;1;24;4;4;Medium;2;1.0;0;4;Low;0.0;0.0;0.0
200522;56.0;6.62;Human Resources;5;Marketing;Male;No;Yes;3;Research Scientist;1;12.0;Married;4.0;116667;2;23;3;4;Very High;2;5.0;0;1;Low;3.0;3.0;2.0
200523;50.0;9.46;Human Resources;2;Technical Degree;Female;No;No;1;Sales Executive;2;7.0;Single;4.0;191667;2;15;2;1;High;3;7.0;0;4;Medium;0.0;0.0;0.0
200524;56.0;8.69;Research & Development;3;Medical;Female;Yes;No;3;Laboratory Technician;1;12.0;Divorced;4.0;41667;1;14;2;4;Medium;2;3.0;2;3;Low;2.0;2.0;2.0
200525;60.0;9.23;Research & Development;3;Life Sciences;Male;Yes;Yes;4;Sales Executive;2;20.0;Divorced;4.0;6583330;7;8;2;1;Very Low;4;36.0;0;4;Medium;5.0;5.0;1.0
200526;35.0;6.01;Sales;3;Life Sciences;Female;Yes;Yes;3;Sales Executive;4;20.0;Divorced;2.0;183333;1;17;2;2;Very High;2;13.0;2;4;High;13.0;2.0;1.0
200527;56.0;8.88;Research & Development;1;Technical Degree;Male;Yes;Yes;1;Sales Executive;4;15.0;Married;3.0;441667;3;24;3;2;Very High;2;26.0;1;2;Low;10.0;0.0;10.0
200528;36.0;5.98;Sales;3;Human Resources;Female;No;No;4;Laboratory Technician;2;7.0;Divorced;2.0;308333;3;25;4;2;Low;3;15.0;1;1;Low;9.0;2.0;0.0
200529;22.0;6.0;Research & Development;1;Technical Degree;Male;No;Yes;2;Research Director;4;8.0;Divorced;3.0;25000;1;13;1;1;Low;1;1.0;1;1;Medium;0.0;0.0;0.0
200530;50.0;6.56;Sales;3;Medical;Male;Yes;Yes;2;Manager;4;5.0;Single;4.0;200000;1;11;3;1;Very Low;2;12.0;5;1;Low;0.0;0.0;0.0
200531;30.0;6.1;Human Resources;4;Technical Degree;Female;No;Yes;2;Human Resources;1;11.0;Single;2.0;208333;3;18;3;3;High;4;9.0;4;3;Low;7.0;0.0;0.0
200532;52.0;7.68;Human Resources;5;Other;Male;No;No;4;Sales Representative;4;4.0;Married;4.0;58333;1;7;3;1;Low;4;3.0;5;3;High;1.0;1.0;1.0
200533;59.0;9.62;Human Resources;4;Life Sciences;Male;No;Yes;3;Research Director;3;14.0;Divorced;1.0;583333;4;12;4;1;Very Low;4;33.0;3;2;Medium;6.0;1.0;3.0
200534;26.0;7.38;Sales;3;Technical Degree;Male;Yes;Yes;3;Sales Representative;4;11.0;Single;4.0;66667;2;18;4;3;Low;2;5.0;0;4;Medium;;;
200535;37.0;7.09;Human Resources;3;Technical Degree;Male;No;Yes;3;Research Scientist;1;13.0;Divorced;5.0;175000;2;7;3;2;High;4;13.0;0;3;Medium;5.0;5.0;3.0
200536;32.0;7.39;Research & Development;2;Life Sciences;Male;Yes;Yes;1;Manufacturing Director;1;3.0;Divorced;1.0;8333;1;25;1;3;Medium;3;0.0;0;3;Medium;0.0;0.0;0.0
200537;49.0;10.85;Human Resources;3;Marketing;Male;No;Yes;3;Human Resources;1;9.0;Divorced;2.0;216667;2;20;3;3;High;4;11.0;3;2;Medium;0.0;0.0;0.0
200538;22.0;9.52;Human Resources;1;Other;Female;No;Yes;1;Manufacturing Director;2;5.0;Single;1.0;25000;1;8;1;3;Low;3;1.0;4;4;High;0.0;0.0;0.0
200539;26.0;7.69;Human Resources;2;Life Sciences;Male;No;No;1;Research Scientist;1;10.0;Married;3.0;16667;1;7;1;1;High;3;0.0;0;4;Medium;0.0;0.0;0.0
200540;53.0;10.9;Research & Development;3;Life Sciences;Female;Yes;No;1;Laboratory Technician;2;10.0;Divorced;4.0;25000;1;21;1;1;Medium;2;2.0;5;3;Low;1.0;1.0;1.0
200541;27.0;2.01;Human Resources;2;Life Sciences;Female;No;Yes;1;Sales Executive;3;5.0;Married;5.0;25000;1;19;1;3;Very High;4;1.0;3;1;High;0.0;0.0;0.0
200542;30.0;7.2;Research & Development;4;Life Sciences;Female;Yes;Yes;3;Sales Representative;2;7.0;Divorced;2.0;108333;1;8;1;1;Very Low;3;4.0;6;3;High;4.0;4.0;0.0
200543;34.0;8.02;Research & Development;2;Medical;Female;No;Yes;2;Healthcare Representative;4;3.0;Single;5.0;75000;1;12;4;1;Medium;2;3.0;1;2;Medium;1.0;1.0;1.0
200544;59.0;10.41;Human Resources;4;Medical;Male;No;Yes;3;Healthcare Representative;2;12.0;Married;2.0;525000;3;20;2;3;Very High;2;27.0;2;4;Low;18.0;5.0;7.0
200545;56.0;7.91;Sales;5;Human Resources;Male;Yes;No;2;Laboratory Technician;1;11.0;Divorced;3.0;200000;3;9;3;2;Medium;1;9.0;2;1;Medium;7.0;0.0;4.0
200546;33.0;8.72;Sales;3;Medical;Male;No;No;1;Manager;1;6.0;Single;3.0;83333;2;17;2;2;Very High;4;5.0;2;3;Medium;0.0;0.0;0.0
200547;37.0;7.39;Research & Development;5;Life Sciences;Male;No;No;2;Manufacturing Director;1;14.0;Married;4.0;275000;1;17;1;3;Very High;4;16.0;5;3;Low;14.0;0.0;5.0
200548;54.0;6.31;Research & Development;2;Technical Degree;Female;Yes;Yes;3;Research Scientist;2;15.0;Married;3.0;300000;1;22;3;1;Very High;1;18.0;5;1;Medium;7.0;5.0;4.0
200549;47.0;7.88;Human Resources;1;Technical Degree;Female;No;No;4;Manufacturing Director;1;7.0;Single;2.0;25000;1;20;4;1;High;4;2.0;5;2;;0.0;0.0;0.0
200550;23.0;10.28;Research & Development;4;Medical;Female;Yes;Yes;1;Manufacturing Director;3;4.0;Single;2.0;41667;1;15;3;3;High;1;2.0;3;4;Low;0.0;0.0;0.0
200551;30.0;6.3;Human Resources;1;Medical;Male;No;No;3;Human Resources;3;13.0;Married;1.0;125000;2;9;1;3;Low;3;8.0;4;1;Medium;2.0;2.0;2.0
200552;46.0;8.98;Sales;4;Other;Male;No;No;2;Laboratory Technician;4;12.0;Divorced;2.0;183333;1;10;3;1;High;3;14.0;4;2;Low;4.0;4.0;4.0
200553;28.0;9.92;Human Resources;1;Other;Female;No;No;4;Research Scientist;2;10.0;Married;1.0;33333;1;24;4;3;Very High;1;2.0;5;2;Low;2.0;2.0;2.0
200554;51.0;7.47;Human Resources;1;Life Sciences;Male;No;Yes;1;Research Director;4;10.0;Married;4.0;308333;3;10;3;3;Medium;1;22.0;1;1;Low;2.0;2.0;2.0
200555;20.0;7.59;Human Resources;3;Human Resources;Male;No;Yes;1;Manager;1;8.0;Married;5.0;16667;1;16;3;3;Medium;1;1.0;4;3;Low;1.0;1.0;1.0
200556;23.0;6.59;Human Resources;4;Life Sciences;Male;No;Yes;3;Healthcare Representative;2;7.0;Single;3.0;16667;1;13;2;4;Very High;1;1.0;6;1;Low;1.0;1.0;1.0
200557;37.0;9.23;Human Resources;4;Medical;Female;No;Yes;3;Research Director;2;3.0;Single;2.0;16667;1;16;3;1;Very High;1;1.0;2;4;High;0.0;0.0;0.0
200558;28.0;6.81;Sales;5;Other;Female;No;Yes;3;;4;6.0;Divorced;;58333;1;14;3;3;Medium;2;4.0;1;4;High;4.0;4.0;1.0
200559;45.0;7.17;Sales;5;Medical;Male;No;No;4;Sales Representative;4;2.0;Married;1.0;383333;4;15;4;3;Medium;3;22.0;5;1;High;0.0;0.0;0.0
200560;60.0;6.62;Research & Development;4;Life Sciences;Male;No;Yes;3;Sales Executive;3;11.0;Married;1.0;391667;2;22;3;3;Medium;3;19.0;3;3;High;7.0;1.0;4.0
200561;36.0;7.29;Research & Development;5;Marketing;Male;Yes;Yes;2;Healthcare Representative;1;14.0;Divorced;4.0;233333;1;13;3;2;Low;3;8.0;1;4;Low;8.0;3.0;6.0
200562;46.0;6.11;Research & Development;4;Human Resources;Female;No;No;1;Manufacturing Director;1;14.0;Divorced;3.0;366667;1;24;3;2;Very High;4;21.0;4;2;Medium;6.0;5.0;6.0
200563;54.0;10.9;Research & Development;1;Human Resources;Male;No;Yes;4;Human Resources;2;20.0;Married;2.0;566667;6;10;4;1;Very Low;3;32.0;1;4;High;22.0;1.0;6.0
200564;37.0;5.98;Sales;2;Medical;Male;No;No;3;Sales Executive;4;14.0;Single;4.0;233333;2;8;4;3;Very High;2;10.0;6;4;Low;2.0;2.0;2.0
200565;39.0;7.91;Research & Development;1;Medical;Male;Yes;Yes;2;Manufacturing Director;3;7.0;Single;1.0;25000;1;9;2;2;Very High;3;0.0;5;1;Low;0.0;0.0;0.0
200566;26.0;10.98;Research & Development;3;Human Resources;Male;No;Yes;2;Manufacturing Director;2;5.0;Divorced;5.0;75000;1;16;4;3;High;4;3.0;0;1;High;1.0;1.0;1.0
200567;20.0;9.42;Research & Development;1;Marketing;Male;Yes;Yes;4;Healthcare Representative;2;8.0;Married;4.0;33333;1;21;4;4;Very High;1;0.0;4;3;High;0.0;0.0;0.0
200568;54.0;8.75;Human Resources;4;Medical;Female;No;No;4;Healthcare Representative;2;20.0;Single;5.0;491667;8;25;3;2;Medium;1;33.0;4;1;Medium;10.0;1.0;6.0
200569;21.0;7.7;Research & Development;3;Human Resources;Male;No;Yes;2;Sales Representative;1;5.0;Divorced;2.0;25000;1;13;3;3;Low;4;1.0;1;1;Low;1.0;1.0;1.0
200570;32.0;7.09;Human Resources;4;Technical Degree;Male;No;Yes;2;Healthcare Representative;2;12.0;Divorced;5.0;141667;2;18;3;3;Very High;2;6.0;5;3;High;2.0;2.0;2.0
200571;55.0;9.62;Human Resources;3;Other;Male;No;No;3;Manager;2;16.0;Married;2.0;225000;1;17;4;1;High;3;10.0;0;3;High;10.0;1.0;5.0
200572;39.0;7.37;Sales;4;Medical;Female;Yes;No;1;Research Director;2;17.0;Divorced;1.0;141667;4;23;2;3;Low;2;8.0;2;2;High;4.0;4.0;2.0
200573;60.0;2.34;Sales;2;Marketing;Female;No;Yes;3;Manager;4;16.0;Divorced;4.0;6583330;5;9;4;1;Low;4;34.0;3;2;Medium;27.0;3.0;5.0
