EmployeeID;Target;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
104878;0;53.0;7.69;Research & Development;3;Marketing;Male;Yes;No;3;Manufacturing Director;4;13.0;Married;4.0;433333;3;21;2;1;Low;3;22.0;4;2;High;21.0;3.0;4.0
104879;0;43.0;9.19;Research & Development;3;Marketing;Female;No;No;3;Research Scientist;2;5.0;Married;2.0;266667;2;20;2;4;High;2;19.0;0;2;High;;;
104880;0;46.0;7.58;Human Resources;2;Technical Degree;Male;No;Yes;3;;4;16.0;Divorced;;158333;1;18;4;3;Very High;4;11.0;2;1;Medium;4.0;4.0;2.0
104881;0;22.0;7.09;Human Resources;2;Human Resources;Male;No;No;2;Research Director;2;4.0;Single;3.0;8333;1;15;1;1;Low;3;0.0;2;2;High;0.0;0.0;0.0
104882;0;;7.59;Sales;3;Medical;Female;Yes;Yes;3;Research Scientist;3;7.0;Single;1.0;150000;3;22;3;1;High;2;7.0;1;4;High;3.0;3.0;0.0
104883;0;22.0;8.42;Research & Development;3;Technical Degree;Female;Yes;Yes;1;Manager;2;10.0;Married;2.0;25000;1;23;4;2;High;2;1.0;3;3;Low;1.0;1.0;1.0
104884;0;39.0;9.38;Sales;2;Technical Degree;Male;Yes;Yes;4;Manufacturing Director;3;13.0;Single;3.0;225000;4;24;1;4;High;1;8.0;2;2;;6.0;0.0;2.0
104885;0;56.0;7.98;Research & Development;2;Life Sciences;Female;No;No;2;Laboratory Technician;4;22.0;Single;5.0;183333;2;9;3;2;Low;4;13.0;3;2;Low;13.0;2.0;5.0
104886;1;34.0;6.72;Research & Development;1;Other;Female;Yes;No;1;Laboratory Technician;3;7.0;Married;3.0;100000;2;23;1;1;Very Low;1;7.0;1;2;Low;3.0;3.0;3.0
104887;0;48.0;6.28;Human Resources;4;Life Sciences;Female;No;No;2;Research Director;4;6.0;Married;5.0;133333;1;18;2;2;High;2;6.0;3;2;High;2.0;2.0;2.0
104888;0;23.0;8.33;Research & Development;1;Life Sciences;Female;No;Yes;3;Manufacturing Director;3;6.0;Single;5.0;25000;1;21;1;2;Very Low;4;1.0;2;1;High;1.0;1.0;1.0
104889;1;29.0;9.95;Human Resources;1;Life Sciences;Male;No;No;4;Healthcare Representative;1;17.0;Married;3.0;116667;1;24;1;3;Very High;2;7.0;5;2;Low;4.0;4.0;0.0
104890;0;33.0;6.2;Research & Development;1;Other;Male;Yes;No;1;Research Director;2;20.0;Married;1.0;66667;2;20;1;4;Very High;4;4.0;1;1;Low;2.0;2.0;2.0
104891;0;31.0;7.9;Human Resources;1;Human Resources;Female;No;Yes;2;Research Scientist;2;9.0;Single;1.0;66667;1;16;2;1;Very High;1;3.0;6;2;Low;1.0;1.0;1.0
104892;0;48.0;7.08;Human Resources;2;Marketing;Male;No;No;1;Healthcare Representative;2;26.0;Married;5.0;391667;4;19;1;4;Very High;4;20.0;3;1;Medium;20.0;4.0;9.0
104893;0;40.0;2.02;Research & Development;1;Technical Degree;Female;Yes;Yes;4;Human Resources;3;10.0;Married;2.0;33333;1;22;4;2;Medium;2;2.0;0;4;High;1.0;1.0;1.0
104894;0;37.0;6.54;Sales;3;Other;Female;No;No;3;Research Director;2;8.0;Single;2.0;100000;3;23;2;3;High;1;7.0;4;3;;;;
104895;0;42.0;6.13;Research & Development;5;Marketing;Female;No;Yes;4;Sales Executive;1;9.0;Single;2.0;125000;2;14;4;2;Low;2;5.0;0;2;Low;;;
104896;0;31.0;6.01;Human Resources;3;Other;Male;No;Yes;4;Human Resources;1;11.0;Divorced;5.0;75000;2;8;3;1;High;3;6.0;6;2;Medium;5.0;5.0;4.0
104897;1;43.0;9.77;Sales;2;Medical;Female;Yes;Yes;4;Manufacturing Director;3;17.0;Married;4.0;258333;4;7;1;2;High;1;16.0;0;1;High;16.0;2.0;0.0
104898;0;24.0;8.92;Research & Development;5;Human Resources;Female;Yes;No;1;Manager;1;10.0;Single;1.0;16667;1;18;3;1;High;4;0.0;2;1;Medium;0.0;0.0;0.0
104899;0;21.0;10.7;Human Resources;4;Other;Male;No;No;3;Sales Representative;2;5.0;Divorced;5.0;33333;1;15;4;1;Very High;3;0.0;5;2;Medium;0.0;0.0;0.0
104900;0;32.0;10.9;Human Resources;4;Other;Female;No;No;1;Research Director;2;9.0;Married;1.0;1057;1;16;3;3;Very High;4;0.0;5;3;Low;0.0;0.0;0.0
104901;0;27.0;10.78;Sales;3;Other;Male;No;Yes;4;Human Resources;4;4.0;Divorced;3.0;16667;1;9;4;4;Very High;1;1.0;2;2;High;0.0;0.0;0.0
104902;0;51.0;6.47;Human Resources;5;Human Resources;Female;No;No;3;Healthcare Representative;4;20.0;Divorced;2.0;433333;6;11;3;4;High;4;26.0;6;3;Low;7.0;3.0;3.0
104903;0;37.0;7.83;Human Resources;3;Medical;Male;No;No;2;Research Scientist;1;13.0;Married;5.0;225000;2;15;2;4;Very High;4;13.0;5;4;High;13.0;3.0;1.0
104904;0;34.0;7.22;Sales;4;Other;Male;Yes;No;2;Healthcare Representative;3;10.0;Divorced;1.0;58333;1;9;3;1;Very High;1;2.0;5;2;High;1.0;1.0;1.0
104905;1;46.0;9.96;Research & Development;1;Marketing;Female;Yes;No;1;Manufacturing Director;1;6.0;Divorced;5.0;100000;4;16;4;1;High;2;8.0;5;1;High;1.0;1.0;1.0
104906;0;45.0;7.17;Sales;4;Other;Female;Yes;Yes;1;;4;8.0;Divorced;;233333;1;15;3;4;High;4;12.0;3;4;Low;3.0;3.0;2.0
104907;0;24.0;9.91;Human Resources;1;Medical;Female;No;Yes;4;Sales Executive;4;4.0;Married;5.0;66667;1;17;3;2;Very Low;4;3.0;0;1;Medium;0.0;0.0;0.0
104908;0;42.0;6.97;Research & Development;1;Technical Degree;Female;No;No;2;Human Resources;3;14.0;Single;1.0;325000;4;13;3;3;Very High;4;18.0;2;2;Medium;15.0;1.0;3.0
104909;1;;9.13;Research & Development;1;Marketing;Female;No;No;1;Research Scientist;4;6.0;Married;5.0;125000;2;18;3;4;Low;3;7.0;0;2;High;5.0;5.0;3.0
104910;0;24.0;7.53;Research & Development;4;Medical;Female;Yes;No;4;Manager;3;3.0;Married;5.0;16667;1;14;4;1;Very Low;3;1.0;5;1;High;0.0;0.0;0.0
104911;0;34.0;6.61;Sales;1;Medical;Female;Yes;Yes;3;Human Resources;4;10.0;Divorced;2.0;25000;1;12;1;1;Low;1;1.0;0;2;Medium;0.0;0.0;0.0
104912;0;49.0;7.2;Research & Development;2;Life Sciences;Female;No;No;3;Laboratory Technician;4;18.0;Divorced;3.0;475000;2;7;2;3;Low;3;24.0;5;3;Medium;7.0;0.0;7.0
104913;1;54.0;6.37;Sales;1;Human Resources;Female;Yes;Yes;2;Sales Representative;1;10.0;Married;3.0;25000;1;19;1;1;Medium;1;1.0;3;1;High;0.0;0.0;0.0
104914;0;43.0;10.71;Sales;4;Medical;Male;Yes;No;2;Sales Executive;4;13.0;Single;4.0;150000;2;22;4;1;Low;1;6.0;0;4;Medium;6.0;4.0;1.0
104915;0;25.0;7.31;Research & Development;3;Life Sciences;Male;No;No;1;Research Director;4;8.0;Married;2.0;16667;1;9;2;3;Medium;3;1.0;3;2;Medium;1.0;1.0;1.0
104916;0;35.0;6.81;Sales;4;Marketing;Male;No;No;3;Manager;4;12.0;Single;5.0;175000;4;20;4;4;Very Low;1;8.0;0;1;Low;3.0;3.0;2.0
104917;0;45.0;6.9;Research & Development;5;Technical Degree;Male;Yes;No;2;Human Resources;1;4.0;Single;4.0;300000;6;25;2;1;Very Low;4;24.0;1;2;Low;0.0;0.0;0.0
104918;0;50.0;8.69;Sales;5;Other;Female;No;No;4;Human Resources;1;10.0;Single;2.0;400000;3;10;4;2;Low;2;23.0;6;3;High;15.0;4.0;9.0
104919;0;18.0;2.0;Human Resources;1;Marketing;;No;Yes;1;Laboratory Technician;4;2.0;Divorced;4.0;25000;1;22;4;2;Very Low;4;0.0;1;4;Medium;0.0;0.0;0.0
104920;1;52.0;7.8;Research & Development;1;Technical Degree;Female;No;No;2;Research Director;2;14.0;Divorced;1.0;100000;1;25;2;4;Very Low;2;4.0;0;1;Low;4.0;4.0;2.0
104921;0;36.0;6.22;Sales;5;Life Sciences;Female;Yes;Yes;3;Laboratory Technician;2;10.0;Single;5.0;100000;1;11;2;4;High;1;6.0;1;1;High;1.0;1.0;1.0
104922;1;42.0;6.48;Sales;3;Other;Female;Yes;No;2;Research Director;2;4.0;Married;4.0;75000;1;19;1;1;Very Low;1;3.0;0;3;Low;0.0;0.0;0.0
104923;0;19.0;9.59;Human Resources;5;Medical;Male;No;No;1;Sales Executive;3;5.0;Married;4.0;33333;1;7;1;4;High;3;0.0;2;3;Medium;0.0;0.0;0.0
104924;0;35.0;6.81;Human Resources;2;Technical Degree;Male;No;;2;Research Director;4;6.0;Divorced;2.0;25000;1;14;3;1;High;1;;1;3;Low;1.0;1.0;1.0
104925;0;52.0;6.13;Human Resources;5;Life Sciences;Female;No;No;4;Healthcare Representative;4;7.0;Married;1.0;200000;2;22;4;2;High;2;13.0;5;4;Medium;;;
104926;0;45.0;6.41;Human Resources;2;Human Resources;Female;No;No;2;Human Resources;3;12.0;Married;2.0;50000;1;16;1;3;Very High;3;3.0;3;2;Medium;3.0;3.0;0.0
104927;0;37.0;6.37;Human Resources;2;Medical;Male;No;Yes;3;Human Resources;4;8.0;Single;3.0;158333;2;11;3;1;High;1;6.0;0;3;High;3.0;3.0;2.0
104928;0;27.0;7.99;Sales;5;Life Sciences;Female;No;;1;Research Director;1;9.0;Divorced;3.0;175000;2;12;2;1;Low;4;6.0;0;2;Medium;0.0;0.0;0.0
104929;0;33.0;6.99;Sales;3;Medical;Female;No;No;4;Sales Representative;1;10.0;Single;3.0;75000;1;15;1;3;Very Low;2;5.0;4;4;Low;5.0;5.0;5.0
104930;0;35.0;6.11;Research & Development;4;Other;Female;Yes;Yes;1;Manager;3;9.0;Single;3.0;41667;1;17;4;3;Very High;2;2.0;0;4;Medium;1.0;1.0;1.0
104931;0;39.0;6.29;Sales;3;Technical Degree;Male;No;No;4;Research Director;1;12.0;Divorced;3.0;208333;2;8;3;3;Very High;2;8.0;3;3;Low;3.0;3.0;3.0
104932;0;21.0;7.38;Human Resources;1;Other;Female;No;No;4;Research Director;4;2.0;Single;5.0;41667;1;9;3;2;Medium;1;3.0;1;2;High;0.0;0.0;0.0
104933;0;47.0;6.0;Human Resources;2;Human Resources;Female;No;Yes;3;Human Resources;2;15.0;Single;2.0;100000;2;13;2;3;Medium;4;4.0;5;4;Medium;3.0;3.0;2.0
104934;0;;10.27;Sales;4;Life Sciences;Female;No;Yes;4;Laboratory Technician;2;10.0;Single;4.0;25000;1;17;3;4;High;2;0.0;4;4;Low;0.0;0.0;0.0
104935;0;53.0;6.2;Sales;5;Medical;Male;Yes;No;1;Manager;3;9.0;Single;4.0;50000;1;24;2;1;Very High;3;3.0;0;4;Medium;1.0;1.0;1.0
104936;0;35.0;7.07;Research & Development;5;Other;Female;Yes;Yes;4;Research Scientist;4;4.0;Divorced;4.0;25000;1;12;2;3;Medium;4;1.0;1;4;High;0.0;0.0;0.0
104937;0;21.0;10.68;Human Resources;3;Marketing;Male;No;Yes;3;Sales Executive;2;5.0;Single;1.0;25000;1;13;2;1;Very High;2;1.0;5;3;Low;1.0;1.0;1.0
104938;0;38.0;6.18;Sales;4;Human Resources;Female;Yes;No;4;Human Resources;1;12.0;Single;3.0;208333;3;14;3;1;Very Low;3;14.0;0;1;Low;12.0;3.0;10.0
104939;0;48.0;10.2;Sales;4;Technical Degree;Male;No;No;3;Sales Representative;1;17.0;Single;3.0;333333;3;13;1;4;Very High;4;16.0;1;4;Medium;4.0;4.0;1.0
104940;1;50.0;6.5;Sales;2;Other;Male;Yes;No;3;Human Resources;2;9.0;Single;2.0;275000;1;16;2;2;Very High;4;14.0;0;2;High;5.0;5.0;1.0
104941;0;50.0;6.81;Human Resources;2;Marketing;Female;No;Yes;4;Manufacturing Director;4;13.0;Single;2.0;258333;3;23;2;4;High;2;14.0;4;2;Medium;9.0;2.0;8.0
104942;0;48.0;6.99;Sales;1;Marketing;Female;No;No;3;Manager;2;4.0;Married;2.0;108333;3;18;2;4;Medium;4;7.0;2;1;High;1.0;1.0;1.0
104943;1;54.0;6.61;Human Resources;2;Marketing;Male;No;No;4;Research Scientist;2;2.0;Married;1.0;33333;1;7;1;4;Very Low;1;0.0;3;2;Medium;0.0;0.0;0.0
104944;0;52.0;7.8;Human Resources;1;Marketing;Female;No;Yes;3;Sales Representative;2;10.0;Divorced;4.0;483333;3;24;4;2;Very Low;3;25.0;4;2;High;2.0;2.0;2.0
104945;0;37.0;6.92;Sales;5;Medical;Female;Yes;Yes;4;Manager;3;25.0;Divorced;2.0;283333;2;9;4;3;Medium;1;15.0;5;1;Low;11.0;5.0;7.0
104946;0;39.0;9.97;Sales;4;Marketing;;Yes;No;4;Research Director;4;24.0;Single;5.0;341667;1;11;1;1;High;3;17.0;1;4;Medium;14.0;3.0;7.0
104947;0;40.0;7.99;Human Resources;5;Medical;Female;;Yes;2;Sales Executive;2;9.0;Single;4.0;100000;1;25;2;3;High;2;;6;3;High;3.0;3.0;0.0
104948;0;60.0;8.13;Human Resources;4;Human Resources;Male;No;Yes;3;Manager;4;14.0;Divorced;4.0;100000;2;22;2;4;Very High;3;4.0;3;1;Low;2.0;2.0;2.0
104949;1;20.0;6.2;Human Resources;5;Medical;Female;No;Yes;1;Laboratory Technician;4;9.0;Single;1.0;16667;1;11;4;3;Medium;4;1.0;6;4;High;1.0;1.0;1.0
104950;0;24.0;9.13;Human Resources;4;Human Resources;Female;No;Yes;1;Sales Executive;3;10.0;Divorced;5.0;50000;1;14;2;1;Very Low;4;2.0;0;4;Medium;2.0;2.0;2.0
104951;1;52.0;10.98;Sales;4;Other;Male;Yes;Yes;2;Manufacturing Director;4;19.0;Married;5.0;316667;4;11;1;1;Medium;2;22.0;6;2;High;7.0;1.0;2.0
104952;0;25.0;6.52;Human Resources;2;Marketing;Male;;Yes;4;Human Resources;4;2.0;Single;1.0;33333;1;10;1;2;Medium;4;;6;3;Low;0.0;0.0;0.0
104953;0;28.0;7.9;Research & Development;5;Marketing;Female;No;No;3;Healthcare Representative;4;8.0;Married;5.0;166667;1;12;3;2;Very High;3;7.0;0;4;Medium;3.0;3.0;3.0
104954;0;26.0;7.38;Human Resources;4;Medical;Female;No;Yes;4;Manufacturing Director;3;9.0;Single;2.0;108333;2;20;1;3;High;2;4.0;1;1;Medium;2.0;2.0;2.0
104955;0;23.0;7.69;Sales;5;Marketing;Female;Yes;Yes;3;Manager;4;2.0;Married;5.0;50000;1;11;2;4;Very Low;3;2.0;2;1;Medium;;;
104956;1;40.0;6.11;Research & Development;5;Marketing;Male;No;No;1;Manufacturing Director;4;20.0;Single;4.0;66667;1;17;1;3;Low;4;3.0;3;4;High;3.0;3.0;3.0
104957;0;27.0;7.82;Human Resources;5;Human Resources;Male;No;Yes;1;Human Resources;3;9.0;Married;4.0;33333;1;24;4;2;Medium;1;0.0;3;3;Medium;0.0;0.0;0.0
104958;0;21.0;7.08;Research & Development;2;Other;Female;Yes;No;2;Laboratory Technician;4;8.0;Married;5.0;66667;1;17;3;4;Medium;3;3.0;3;2;High;2.0;2.0;2.0
104959;0;57.0;7.12;Sales;1;Other;Female;Yes;No;2;Human Resources;2;14.0;Married;2.0;316667;6;14;1;3;Very Low;2;25.0;2;3;Low;14.0;3.0;5.0
104960;0;48.0;7.41;Research & Development;5;Other;Female;No;No;3;Sales Executive;1;21.0;Married;1.0;158333;2;17;4;4;Very High;1;11.0;3;4;Low;10.0;1.0;3.0
104961;0;18.0;7.79;Sales;3;Human Resources;Male;No;Yes;2;Manager;2;3.0;Single;1.0;33333;1;18;1;3;High;3;0.0;1;4;High;0.0;0.0;0.0
104962;0;57.0;9.91;Sales;2;Life Sciences;Male;Yes;Yes;2;Healthcare Representative;4;14.0;Married;1.0;91667;1;25;1;2;Very High;4;7.0;1;2;High;5.0;5.0;1.0
104963;0;18.0;6.6;Sales;3;Life Sciences;Male;Yes;No;3;Laboratory Technician;1;8.0;Divorced;4.0;33333;1;20;3;1;Very High;4;0.0;0;1;Low;0.0;0.0;0.0
104964;0;44.0;8.13;Sales;4;Human Resources;Male;Yes;No;3;Research Scientist;4;14.0;Divorced;4.0;358333;4;18;2;1;Very High;1;23.0;4;3;Medium;2.0;2.0;2.0
104965;0;56.0;6.31;Human Resources;5;Technical Degree;Male;No;No;4;;2;12.0;Married;;466667;2;8;1;3;Very High;4;24.0;0;3;Medium;14.0;3.0;8.0
104966;0;36.0;6.9;Sales;3;Technical Degree;Male;No;Yes;1;Human Resources;3;9.0;Single;2.0;191667;1;21;1;4;Very Low;4;11.0;5;4;Low;;;
104967;0;58.0;6.59;Human Resources;4;Life Sciences;Female;No;Yes;3;Research Director;2;6.0;Married;1.0;400000;6;17;2;3;Very Low;1;32.0;3;3;Low;2.0;2.0;2.0
104968;1;44.0;10.4;Human Resources;2;Human Resources;Male;No;No;4;Research Director;3;5.0;Married;4.0;116667;1;15;2;1;Medium;4;7.0;6;1;Low;4.0;4.0;0.0
104969;1;29.0;7.98;Sales;4;Marketing;Male;No;Yes;2;Sales Executive;4;10.0;Single;5.0;16667;1;10;4;3;Low;1;0.0;1;3;Low;0.0;0.0;0.0
104970;1;37.0;6.62;Sales;2;Life Sciences;Male;Yes;Yes;3;Human Resources;2;9.0;Divorced;2.0;233333;2;14;3;4;High;1;10.0;4;3;High;;;
104971;0;19.0;7.1;Research & Development;3;Technical Degree;Male;Yes;No;2;Laboratory Technician;3;3.0;Married;4.0;16667;1;10;2;3;Very High;3;1.0;1;3;Medium;0.0;0.0;0.0
104972;0;18.0;6.97;Research & Development;5;Medical;Female;Yes;Yes;4;Manufacturing Director;3;2.0;Divorced;3.0;25000;1;18;1;2;Medium;3;0.0;5;1;;0.0;0.0;0.0
104973;0;48.0;7.59;Human Resources;1;Life Sciences;Female;No;Yes;4;Laboratory Technician;3;12.0;Divorced;5.0;283333;2;17;4;3;High;1;14.0;6;1;High;12.0;2.0;6.0
104974;1;31.0;10.27;Sales;4;Other;Male;No;No;1;Research Scientist;4;20.0;Married;2.0;191667;2;11;2;3;High;3;8.0;6;1;Low;6.0;5.0;2.0
104975;0;52.0;6.67;Sales;1;Marketing;Male;No;No;3;Laboratory Technician;3;4.0;Divorced;2.0;25000;1;11;1;3;Very High;3;0.0;3;4;Medium;0.0;0.0;0.0
104976;0;32.0;7.3;Human Resources;1;Technical Degree;Female;No;No;2;Manager;1;7.0;Divorced;2.0;66667;1;22;2;3;Medium;2;4.0;6;4;Medium;4.0;4.0;4.0
104977;0;49.0;8.0;Human Resources;1;Human Resources;Male;No;No;2;Manufacturing Director;2;6.0;Married;2.0;291667;1;16;2;3;Low;3;10.0;6;4;Low;0.0;0.0;0.0
104978;0;22.0;7.47;Human Resources;4;Life Sciences;Male;No;Yes;4;Healthcare Representative;4;4.0;Divorced;2.0;25000;1;11;3;3;Very High;1;1.0;6;3;Low;1.0;1.0;1.0
104979;0;59.0;6.0;Human Resources;3;Life Sciences;Male;No;Yes;4;Manufacturing Director;2;26.0;Divorced;4.0;575000;7;7;3;2;Very High;3;34.0;1;4;Low;28.0;0.0;9.0
104980;0;39.0;8.42;Research & Development;3;Other;Male;Yes;Yes;4;Manufacturing Director;2;13.0;Divorced;4.0;316667;4;13;1;3;High;1;16.0;0;3;Low;9.0;2.0;4.0
104981;0;54.0;7.98;Human Resources;1;Human Resources;Female;No;No;3;Sales Representative;4;16.0;Divorced;3.0;191667;3;15;3;3;High;1;7.0;2;3;High;2.0;2.0;2.0
104982;1;34.0;10.78;Sales;5;Other;Male;No;No;3;Laboratory Technician;3;16.0;Married;1.0;158333;4;16;2;4;Medium;1;9.0;6;1;High;7.0;3.0;2.0
104983;0;58.0;6.95;Research & Development;3;Human Resources;Female;Yes;No;4;Human Resources;4;19.0;Married;2.0;291667;2;11;1;1;Low;2;14.0;6;1;Medium;12.0;3.0;10.0
104984;1;57.0;6.37;Sales;5;Human Resources;Male;Yes;Yes;2;Healthcare Representative;3;12.0;Married;4.0;591667;4;16;2;1;Very High;3;29.0;6;3;High;15.0;2.0;10.0
104985;0;53.0;9.32;Sales;2;Medical;Female;Yes;Yes;1;Laboratory Technician;2;18.0;Divorced;5.0;91667;1;25;2;3;Very High;2;5.0;6;3;High;3.0;3.0;3.0
104986;0;22.0;10.27;Sales;1;Medical;Male;Yes;No;1;Research Director;3;3.0;Divorced;3.0;25000;1;16;4;1;Very Low;3;1.0;0;4;Medium;0.0;0.0;0.0
104987;1;33.0;7.78;Research & Development;4;Life Sciences;Male;No;No;1;Human Resources;1;12.0;Divorced;3.0;25000;1;13;4;1;Low;3;2.0;0;1;High;2.0;2.0;2.0
104988;1;;6.52;Research & Development;1;Marketing;Female;Yes;Yes;1;Research Director;1;19.0;Married;3.0;275000;4;13;4;1;High;2;20.0;0;1;High;17.0;2.0;10.0
104989;0;58.0;6.47;Research & Development;4;Human Resources;Male;No;No;4;Healthcare Representative;4;17.0;Divorced;4.0;541667;4;23;4;4;Very Low;4;33.0;2;1;High;29.0;4.0;3.0
104990;1;54.0;6.0;Research & Development;2;Human Resources;Male;Yes;Yes;4;Sales Executive;3;19.0;Single;3.0;66667;2;13;3;1;Very High;1;4.0;1;4;High;3.0;3.0;0.0
104991;1;40.0;7.17;Research & Development;5;Other;Female;Yes;Yes;2;Human Resources;2;5.0;Single;3.0;116667;1;24;2;1;Very Low;3;6.0;5;4;Medium;1.0;1.0;1.0
104992;1;50.0;9.77;Human Resources;5;Technical Degree;Male;No;No;3;Sales Executive;4;13.0;Single;5.0;416667;2;23;3;3;Very Low;1;20.0;0;2;High;16.0;1.0;8.0
104993;0;21.0;7.0;Research & Development;5;Medical;Male;Yes;No;3;Research Scientist;4;3.0;Divorced;5.0;25000;1;19;3;3;Very High;1;1.0;0;1;High;0.0;0.0;0.0
104994;0;35.0;6.2;Sales;3;Medical;Female;Yes;Yes;2;Research Director;4;9.0;Divorced;1.0;16667;1;10;1;2;Very Low;4;1.0;4;2;Low;0.0;0.0;0.0
104995;0;23.0;7.18;Research & Development;3;Medical;Female;No;No;4;Human Resources;1;6.0;Divorced;5.0;25000;1;20;4;4;Low;4;1.0;5;1;Medium;1.0;1.0;1.0
104996;0;58.0;6.78;Research & Development;1;Marketing;Female;Yes;No;3;Research Director;1;4.0;Married;1.0;150000;2;14;1;1;Medium;1;11.0;2;2;Medium;1.0;1.0;1.0
104997;0;19.0;7.3;Sales;1;Life Sciences;Male;No;No;3;Laboratory Technician;2;5.0;Single;3.0;16667;1;20;3;1;Low;4;0.0;6;1;High;0.0;0.0;0.0
104998;1;50.0;10.27;Human Resources;5;Life Sciences;Male;No;Yes;1;Human Resources;1;16.0;Divorced;3.0;200000;1;20;1;2;High;3;11.0;2;1;Low;3.0;3.0;1.0
104999;1;33.0;10.9;Research & Development;4;Other;Female;No;Yes;1;Laboratory Technician;2;8.0;Married;1.0;25000;1;21;2;2;Very High;3;0.0;2;1;Low;0.0;0.0;0.0
105000;0;36.0;7.27;Human Resources;5;Marketing;Male;No;Yes;2;Sales Representative;1;7.0;Single;1.0;208333;3;23;3;1;Low;4;8.0;3;3;Low;1.0;1.0;1.0
105001;0;48.0;8.4;Human Resources;3;Human Resources;Male;No;Yes;1;Research Director;4;15.0;Single;5.0;250000;1;11;2;4;Very Low;3;17.0;5;2;Medium;4.0;4.0;2.0
105002;0;22.0;7.18;Sales;1;Human Resources;Female;No;No;1;Laboratory Technician;3;2.0;Married;1.0;33333;1;18;4;4;Very High;3;0.0;0;1;Low;0.0;0.0;0.0
105003;0;36.0;7.32;Sales;4;Human Resources;Female;Yes;Yes;3;Manufacturing Director;3;10.0;Married;2.0;300000;3;7;2;4;Medium;4;15.0;5;3;High;10.0;1.0;7.0
105004;0;26.0;9.97;Sales;5;Other;Male;Yes;No;4;Human Resources;2;9.0;Single;1.0;83333;2;22;1;4;Low;2;4.0;6;2;High;1.0;1.0;1.0
105005;0;54.0;7.59;Research & Development;3;Human Resources;Female;No;Yes;4;Research Director;2;28.0;Married;2.0;341667;5;19;3;3;Very Low;1;22.0;6;3;Medium;19.0;5.0;3.0
105006;1;48.0;9.61;Research & Development;5;Marketing;Female;Yes;Yes;2;Manager;1;17.0;Divorced;1.0;225000;2;15;2;1;Medium;1;16.0;2;1;High;10.0;1.0;9.0
105007;0;59.0;9.08;Human Resources;3;Other;Female;No;No;3;Laboratory Technician;4;17.0;Married;2.0;591667;2;19;2;4;Medium;1;30.0;5;3;Medium;21.0;4.0;0.0
105008;0;20.0;6.33;Human Resources;3;Marketing;Female;No;No;3;Research Scientist;1;4.0;Married;1.0;50000;1;23;2;2;Low;1;2.0;5;2;Low;1.0;1.0;1.0
105009;0;52.0;2.12;Human Resources;3;Life Sciences;Female;No;No;4;Research Director;1;27.0;Married;1.0;250000;2;10;3;3;Very Low;1;12.0;4;4;Medium;10.0;2.0;3.0
105010;0;26.0;6.99;Sales;5;Human Resources;Male;No;No;1;Laboratory Technician;2;7.0;Married;2.0;25000;1;12;1;3;High;4;1.0;1;2;Medium;1.0;1.0;1.0
105011;0;41.0;7.02;Human Resources;3;Technical Degree;;No;Yes;1;Manager;1;13.0;Divorced;1.0;233333;3;11;4;2;Low;2;15.0;4;2;Medium;13.0;3.0;2.0
105012;1;44.0;10.4;Research & Development;1;Medical;Male;Yes;No;1;Manufacturing Director;1;18.0;Married;5.0;258333;2;25;3;3;High;2;13.0;1;1;Low;5.0;5.0;0.0
105013;0;60.0;8.68;Sales;2;Other;Male;No;No;4;Manager;3;21.0;Single;2.0;483333;3;20;1;2;Low;4;26.0;2;3;Low;14.0;2.0;2.0
105014;1;36.0;10.41;Human Resources;2;Medical;Female;No;Yes;3;Sales Representative;3;4.0;Divorced;4.0;16667;1;17;3;2;High;2;0.0;4;1;High;0.0;0.0;0.0
105015;0;39.0;10.98;Human Resources;4;Other;Female;No;Yes;1;Research Scientist;3;10.0;Single;5.0;225000;1;16;3;2;Medium;4;18.0;2;4;Medium;13.0;2.0;7.0
105016;0;21.0;8.9;Human Resources;1;Medical;Male;No;Yes;3;Sales Executive;3;8.0;Single;2.0;50000;1;14;1;1;High;4;3.0;6;2;High;3.0;3.0;1.0
105017;0;38.0;6.39;Human Resources;1;Other;Male;No;No;4;Healthcare Representative;4;6.0;Divorced;2.0;75000;2;7;1;4;Very High;3;4.0;2;1;High;0.0;0.0;0.0
105018;0;39.0;6.01;Sales;3;Medical;Female;Yes;Yes;1;Sales Representative;3;20.0;Divorced;5.0;208333;3;18;2;3;High;3;16.0;0;2;High;9.0;4.0;8.0
105019;0;59.0;6.77;Sales;4;Other;Female;Yes;Yes;3;Research Scientist;1;21.0;Divorced;1.0;408333;4;14;2;2;Very High;3;28.0;0;2;Low;14.0;2.0;0.0
105020;0;29.0;7.29;Human Resources;1;Marketing;Male;No;Yes;4;Research Director;3;7.0;Divorced;4.0;183333;2;24;2;1;Very High;3;7.0;2;3;Low;4.0;4.0;1.0
105021;1;55.0;6.88;Human Resources;2;Other;Male;No;No;4;Research Director;2;16.0;Divorced;5.0;550000;7;14;4;4;Low;1;31.0;0;2;High;12.0;4.0;1.0
